text1,text2,is_plagiarism,plagiarism_type
"﻿The constant increase of books is not, we are inclined to think, so great a curse or so wholly
to be ascribed to malevolent intentions as many despondent people suppose. A very considerable,
if not the greater, number of new works have for their aim not to add to, but to diminish,
the literature of the world, and so to lighten the burden imposed on each successive generation
of readers. The great bulk of the writers of our day are employed not in producing anything
new, but in summarizing, epitomizing, and, as far as possible, suppressing, what their predecessors
produced. Criticisms are offered to us as substitutes for the works criticised; volumes are
tapped that their sap and pith may be extracted; the analyst takes our labor upon himself and
generously presents us with the fruits. Up to a certain point the process is unobjectionable,
and we have reason to be grateful to those who are skilful in it. It used, however, to be thought
that there were limitations to the practice of it--that while it was lawful and right to treat
as a caput mortuum any work containing merely a certain amount of useful information or of
original thought, a sacredness attached to the masterpieces of literature and to books which,
having survived the accidents of time and changes of fashion, were ranked as classics and [Greek:
ktêmata es aei]. These were held entitled to a place in every library, and, far from being
subjected to condensation or abridgment, were too often supplemented by commentaries and illustrative
matter exceeding in bulk the original text. It is less than half a century since the publication
of Croker's edition of Boswell's Johnson, ""with numerous additions and notes,"" excited a prolonged
tumult, and the editor was arrayed at the bar of criticism and solemnly condemned, not for
having contributed elucidations to the text, but for having mutilated it by insertions which
should have been relegated to an appendix. But now, while one literary craftsman announces
an editio"," Those constant increase of volume is not, we are inclined to those
think, so certain a curse or so today to be ascribed to malevolent intentions as many people suppose.
That very considerable guides, if not the greater, number of us works
have for their aim not to add to, but to diminish, the writing to
the world, and generously to the burden enforce on those generation
of our readers.

The number of the writers of our day are employed not in producing
anything new rudiments, but in summarizing, epitomizing, and, as far
as literary, suppressing, what their predecessors produced. Criticisms are
offered to america as substitutes for the complex criticised; volumes
are tapped that their sap and pith may be push; the analyst takes
our labor upon himself and so presents us with the fruits.

Up to a attractor the process is unobjectionable, and we have reason to be original to each
who are skilful in it. It used, however, to be thought that there were narrowness to less activity
of it-- far while it was lawful and right to treat as a mortuum these work containing wholly
a assets of true information or of creation thought, a sacredness
is attached to the masterpieces of literature and to authorization
which, having survived the stroke of day and duties of fashion, were
rate as creation and [Greek: us es aei].

Any were keep entitled to a place in every library, and, that from being subjected to process or
abridgment, were too often be supplemented by commentaries and illustrative matter exceeding in the
schoolbook. But must merely, while one sure crafter announces an edition from which all a is ""obsolete""
or ""unimportant"" is to be expurgated, another message us in lieu of the five reverence tomes
a rifacimiento in the volume of more than two 100 pages. It is not a than half a 100 since the publication
of Croker's variorum of Supporter's Johnson,",True,low
"﻿It was not long before the youth was the most famous physician in the whole world. ""He had
only to look at the patient and he knew his condition at once, and if he would recover, or
must needs die."" So they said of him, and from far and wide people came to him, sent for him
when they had any one ill, and gave him so much money that he soon became a rich man. Now it
so befell that the King became ill, and the physician was summoned, and was to say if recovery
were possible. But when he came to the bed, Death was standing by the feet of the sick man,
and the herb did not grow which could save him. ""If I could but cheat Death for once,"" thought
the physician, ""he is sure to take it ill if I do, but, as I am his godson, he will shut one
eye; I will risk it."" He therefore took up the sick man, and laid him the other way, so that
now Death was standing by his head. Then he gave the King some of the herb, and he recovered
and grew healthy again. But Death came to the physician, looking very black and angry, threatened
him with his finger, and said, ""Thou hast overreached me; this time I will pardon it, as thou
art my godson; but if thou venturest it again, it will cost thee thy neck, for I will take
thee thyself away with me.""

Soon afterwards the King's daughter fell into a severe illness. She was his only child, and
he wept day and night, so that he began to lose the sight of his eyes, and he caused it to
be made known that whosoever rescued her from death should be her husband and inherit the crown.
When the physician came to the sick girl's bed, he saw Death by her feet. He ought to have
remembered the warning given by his godfather, but he was so infatuated by the great beauty
of the King's daughter, and the happiness of becoming her husband, that he flung all thought
to the winds. He did not see that Death was casting angry glances on him, that he was raising
his hand in the air, and threatening him with his withered fist. He raised up the sick girl,
and placed her ","﻿LITERATURE AND LIFE--American Literary Centers

by William Dean Howells

AMERICAN LITERARY CENTRES

One of the facts which we Americans have a difficulty in making clear to a rather inattentive
world outside is that, while we have apparently a literature of our own, we have no literary
centre. We have so much literature that from time to time it seems even to us we must have
a literary centre. We say to ourselves, with a good deal of logic, Where there is so much smoke
there must be some fire, or at least a fireplace. But it is just here that, misled by tradition,
and even by history, we deceive ourselves. Really, we have no fireplace for such fire as we
have kindled; or, if any one is disposed to deny this, then I say, we have a dozen fireplaces;
which is quite as bad, so far as the notion of a literary centre is concerned, if it is not worse.

I once proved this fact to my own satisfaction in some papers which I wrote several years ago;
but it appears, from a question which has lately come to me from England, that I did not carry
conviction quite so far as that island; and I still have my work all before me, if I understand
the London friend who wishes ""a comparative view of the centres of literary production"" among
us; ""how and why they change; how they stand at present; and what is the relation, for instance,
of Boston to other such centres.""

I.

Here, if I cut my coat according to my cloth, t should have a garment which this whole volume
would hardly stuff out with its form; and I have a fancy that if I begin by answering, as I
have sometimes rather too succinctly done, that we have no more a single literary centre than
Italy or than Germany has (or had before their unification), I shall not be taken at my word.
I shall be right, all the same, and if I am told that in those countries there is now a tendency
to such a centre, I can only say that there is none in this, and that, so far as I can see,
we get further every day from having such a centre. The fault,",False,none
"﻿Mrs. Woodward did write him a very kind letter, and it did comfort him. And she wrote also,
as she was bound to do, a letter of congratulation to Alaric. This letter, though it expressed
in the usual terms the satisfaction which one friend has in another's welfare, was not written
in the same warm affectionate tone as that to Norman. Alaric perceived instantly that it was
not cordial. He loved Mrs. Woodward dearly, and greatly desired her love and sympathy. But
what then? He could not have everything. He determined, therefore, not to trouble his mind.
If Mrs. Woodward did not sympathize with him, others of the family would do so; and success
would ultimately bring her round. What woman ever yet refused to sympathize with successful
ambition?

Alaric also received a letter from Captain Cuttwater, in which that gallant veteran expressed
his great joy at the result of the examination--'Let the best man win all the world over,'
said he, 'whatever his name is. And they'll have to make the same rule at the Admiralty too.
The days of the Howards are gone by; that is, unless they can prove themselves able seamen,
which very few of them ever did yet. Let the best man win; that's what I say; and let every
man get his fair share of promotion.' Alaric did not despise the sympathy of Captain Cuttwater.
It might turn out that even Captain Cuttwater could be made of use.

Mrs. Woodward's letter to Harry was full of the tenderest affection. It was a flattering, soothing,
loving letter, such as no man ever could have written. It was like oil poured into his wounds,
and made him feel that the world was not all harsh to him. He had determined not to go to Hampton
that Saturday; but Mrs. Woodward's letter almost made him rush there at once that he might
throw himself into her arms--into her arms, and at her daughter's feet. The time had now come
to him when he wanted to be comforted by the knowledge that his love was returned. He resolved
that during his next visit he would formally p","﻿""Don't try to deceive these people.  We don't put on style and wear store clothes like you
big folks down about Danville, but we live in our plain way, wear our home-spun and eat our
hog and hominy; but if there is anything on earth that these people do love, it is the truth.
What did this same magnanimous Republican party that General Fry had told you so much about
do with General Robert E. Lee?  I knew General Lee, I served with him in Mexico, and although
we fought on different sides in the last war, I always respected him as a brave soldier.  Well,
after he had surrendered at Appomattox, and his men had all laid down their arms, what did
this same magnanimous party that General Fry talked so much about do with General Lee?  Why,
they tried him by a drumhead court-martial and shot and quartered him right on the spot!""

Again interrupting, General Fry indignantly exclaimed:

""It is an outrage, Colonel Woolford, to attempt to deceive these people by such statements.
General Lee was never even imprisoned, and is still alive, the president of a college in Virginia,
and highly esteemed by everybody.""

The Colonel answered:

""Now, General Fry, you have been treated like a gentleman ever since you came to these mountains;
we gave you the best we had to eat, gave you the last drop out of the bottle, and listened
quietly to you just as long as you wanted to speak.  We don't wear Sunday clothes, General
Fry, like you do down in Danville, but just live in our plain way in our log cabins, and eat
our hoe-cake, and say our prayers, but if there is anything on God's earth that we do love,
it is the truth.  It is wrong for you, General Fry, to try and fool these people.  Yes, this
same magnanimous party that General Fry has been telling you about, what did they do with poor
old Jeff Davis after he was captured?  Now, I never was fond of old Jeff myself, and I fought
four years against him in the last war.  But I was on the same side with him in Mexico, I saw
him head the charg",False,none
"﻿Transcriber's notes

      1. The Russian names normally do not have any accents; in this
      book they appear to represent the emphasized syllable. The use
      of accents has been standardized, with exception of Alexander
      vs. Alexánder.

      2. Corrected the division into stanzas for a poem ""God"" (O Thou
      eternal One! whose presence bright) on page 94. The translator
      used nine lines where ten lines were used in the original
      Russian poem.

      3. Several misprints and punctuation errors corrected. A list of
      corrections can be found at the end of the text.

      4. Footnotes moved to chapter-ends.

A SURVEY OF RUSSIAN LITERATURE, WITH SELECTIONS

by

ISABEL F. HAPGOOD

Author of ""Russian Rambles,"" and ""The Epic Songs of Russia""

New York   Chautauqua   Springfield   Chicago The Chautauqua Press MCMII Copyright, 1902, by
The Chautauqua Press

The Lakeside Press, Chicago, Ill., U. S. A. R. R. Donnelley & Sons Company

CONTENTS

CHAPTER                                                             PAGE

      I. THE ANCIENT PERIOD, FROM THE EARLIEST TIMES TO THE
           INTRODUCTION OF CHRISTIANITY IN 988                         1

     II. THE ANCIENT PERIOD, FROM THE INTRODUCTION OF CHRISTIANITY
           TO THE TATÁR DOMINION, 988-1224                            39

    III. SECOND PERIOD, FROM THE TATÁR DOMINION TO THE TIME OF IVÁN
           THE TERRIBLE, 1224-1330                                    47

     IV. THIRD PERIOD, FROM THE TIME OF IVÁN THE TERRIBLE, 1530, TO
           THE MIDDLE OF THE SEVENTEENTH CENTURY                      50

      V. FOURTH PERIOD, FROM THE MIDDLE OF THE SEVENTEENTH CENTURY
           TO THE EPOCH OF REFORM UNDER PETER THE GREAT               61

     VI. FIFTH PERIOD, THE REIGN OF PETER THE GREAT, 1689-1723        66

    VII. SIXTH PERIOD, THE REIGN OF KATHERINE II. 1762-1796           80

   VIII. SEVENTH PERIOD, FROM PÚSHKIN TO THE WRITERS OF THE FORTIES  123

     IX. SEVENTH PERIOD: G","﻿It was not before the end of the 14th century that cards became known in Europe; and it is
a curious fact that the French clergy took greatly to card-playing about that time--their favourite
game being the rather ungenteel 'All Fours,' as now reputed; for they were specially forbidden
that pastime by the Synod of Langres in 1404.

The ancient cards of both Spain and France, particularly the 'court-cards,' exhibit strong
marks of the age of chivalry; but here we may observe that the word is written by some ancient
writers, 'coate-cards,' evidently signifying no more than figures in particular dresses. The
giving pre-eminence or victory to a certain suit, by the name of 'trump,' which is only a corruption
of the word 'triumph,' is a strong trait of the martial ideas of the inventors of these games.
So that, if the Chinese started the idea, it seems clear that the French and Spanish improved
upon it and gave it a plain significance; and there is no reason to doubt that cards were actually
employed to amuse Charles VI. in his melancholy and dejection.

The four suits of cards are supposed to represent the four estates of a kingdom:--1. The nobility
and gentry; 2. The ecclesiastics or priesthood; 3. The citizens or commercial men; 4. The peasantry
or Husbandmen. The nobility are represented in the old Spanish cards by the espada, or sword,
corrupted by us into 'spades,'--by the French with piques, 'pikes or spears.' The ecclesiastical
order is pointed out by copas, or sacramental cups, which are painted in one of the suits of
old Spanish cards, and by coeurs, or 'hearts,' on French cards, as in our own--thereby signifying
choir-men, gens de choeur, or ecclesiastics--from choeur de l'eglise, 'the choir of the church,'
that being esteemed the most important part or the HEART of the church.

The Spaniards depicted their citizens or commercial men under dineros, a small coin, an emblem
very well adapted to the productive classes; the French by carreaux, squares or lozenges-",False,none
". Und mit dem Dufte kam ein Lächeln. Richard hatte nichts
andres zu geben. Worte waren unmöglich. Er hätte sie auch nicht gefunden. Nur in seinen Augen,
um seinen blühenden Mund lag alle Liebe, die er in diesen Sekunden empfand.

Auf den Zehenspitzen ging er hinaus.

       *       *       *       *       *

Eine Woche später traf ihn Rolfers hinten im Moor, den Waldrand skizzierend. Er hockte auf
seinem Malerschemel, wunderlich ungeschickt. Beim Näherkommen bemerkte Rolfers, daß der Junge
sich mit Bindfaden den rechten Arm auf den Rücken festgebunden hatte. Er ließ den Skizzenblock
fallen, als er Rolfers auf dem schmalen Wege nahen sah, und wollte davonlaufen. Aber er warf
den Malschemel dabei um und die Fußbank, die er für Farben und Pinsel herbeigeschleppt hatte,
und stand nun beschämt, an seiner Fesselung zerrend.

»Junge – verdrehter, toller Bengel!«

»Ich will nichts Besseres haben als Sie!« schrie er leidenschaftlich, und die Tränen sprangen
ihm wie Blitze aus den hellen Augen hervor.

Rolfers hatte ihm den linken Arm um den Hals gelegt und hielt ihn so, damit er ihm nicht davonrannte.
Und legte seine Wange auf des Knaben Kopf, auf sein hartes Bürstenhaar.

»Mein Junge, mein lieber Junge!«

Weiter wurde nichts über den Fall zwischen ihnen geredet.

       *       *       *       *       *

Martha hatte zu tun mit Schreiben und Katalogisieren und Frachtbriefe ausfüllen. Lütje mußte
Kisten zunageln, große und kleine, und sie zur nächsten Bahnstation fahren. Die Laune des Professors
war nicht die beste. Unwirsch fuhr er im Haus umher, hatte zu tadeln und zu schelten, wenn
etwas n"," And with the fragrance came a smile. Richard had nothing
to be different. Words were impossible. He would not be found. Only in his eyes, around his mouth
was blooming all the love he felt in those seconds.

       On tiptoe he went out.

* * * * *

A week later he met Rolfers back in the bog, the forest edge sketching. He squatted on his painting
stool, awkwardly strange. On closer Rolfers noticed that the boy had been bound with twine to
the right arm on the back.

He left the sketchbook Fall when he saw Rolf on the narrow paths
nearby, and wanted to run away.

But he threw the Malschemel it around and the footstool, which he had dragged for paints and
brushes and was now ashamed, tugging at his restraint.

""Boy - twisted, great kid!""

       ""I want to have anything better than you,"" he cried passionately,
and the tears sprang him like lightning from the bright eyes shine.

Rolfers had put his left arm around the neck and held him so that he may not like him ran.
And his cheek laid on the boy's head, hard to brush his hair.

""My boy, my dear boy!""

Nothing more was said about the case between them.

* * * * *

Martha had to do to fill with writing and cataloging and bills of lading. Luetje had Nail down boxes,
large and small, and take it to the next station. The whim of the professor was not the best.
Surly he went about the house, was to blame and scold when something was not running, as he wished.

A
large art gallery in Berlin wanted to organize an exhibition of his work, a Overview of his
work through various eras, from teenage years on. A tribute of the hero who suffered for his
country - wrote the owner.

Initially, Rolfers refused.

""Why - no one today has meaning for images. When we entered into an honorable peace have - yes,
I liked it let me. Then they can",True,none
"﻿Pennsylvania Dutch Cooking

                               Dutchland
                              Pennsylvania

                Jacob’s at the table and half et already

                     PROVEN RECIPES FOR TRADITIONAL
                        PENNSYLVANIA Dutch FOODS

PENNSYLVANIA Dutch COOKERY

In 1683 the Plain Sects began to arrive in William Penn’s Colony seeking a land of peace and
plenty. They were a mixed people; Moravians from Bohemia and Moravia, Mennonites from Switzerland
and Holland, the Amish, the Dunkards, the Schwenkfelds, and the French Huguenots. After the
lean years of clearing the land and developing their farms they established the peace and plenty
they sought. These German-speaking people were originally called the Pennsylvania Deutsch but
time and custom have caused them to be known to us as the Pennsylvania Dutch.

The Pennsylvania Dutch are a hard working people and as they say, “Them that works hard, eats
hearty.” The blending of recipes from their many home lands and the ingredients available in
their new land produced tasty dishes that have been handed down from mother to daughter for
generations. Their cooking was truly a folk art requiring much intuitive knowledge, for recipes
contained measurements such as “flour to stiffen,” “butter the size of a walnut,” and “large
as an apple.” Many of the recipes have been made more exact and standardized providing us with
a regional cookery we can all enjoy.

Soups are a traditional part of Pennsylvania Dutch cooking and the Dutch housewife can apparently
make soup out of anything. If she has only milk and flour she can still make rivel soup. However,
most of their soups are sturdier dishes, hearty enough to serve as the major portion of the
evening meal. One of the favorite summer soups in the Pennsylvania Dutch country is Chicken
Corn Soup. Few Sunday School picnic suppers would be considered complete without gallons of
this hearty soup.

Many of the Pennsylvania Dutch foods are a part of th","﻿The question of what is ""school age"" for a deaf child is answered very differently by different
people. Most of the state institutions for the deaf in the United States, Canada, and Europe
will not admit children younger than six years of age. Seven years is still the age of admission
in some institutions, but the tendency is to lower the age limit. In some schools children
of five are admitted, in a few those as young as four, and in two or three small schools babies
of two and three are received. Any statement here must, therefore, be taken as only the expression
of the author's opinion, resulting from more than twenty-five years of active teaching, combined
with wide observation.

It would appear that, where home conditions are not bad, either physically or morally, the
proper place for the little deaf child till he is nearly, or quite, five, is with his mother.
Very much can be done for the little one before he is five to prepare him for the instruction
which should be given at that age, but it is possible for the mother to do what is necessary,
and even the simplest home conditions are preferable for very little children to the institutional
environment. It is impossible, in a school of from one hundred to five hundred pupils, to create
a real home environment, such as the very little child should have. It is really a pity that
the child of five should have to be placed in the institutional environment as it at present
exists. If the legislative bodies of our states, and the gentlemen who manage the schools,
could only be induced to adopt the cottage plan of housing in small units, the disadvantages
of institutional life would be enormously reduced.

XVII

ORGANIZED EFFORTS BY PARENTS TO OBTAIN BETTER EDUCATIONAL CONDITIONS

It should be possible for every taxpayer in every state who has a deaf child and who has not
the means or the wish to place that child in a private school, to have the child educated in
a free public school as completely by the speech meth",False,none
"﻿""Supposing, then, you ride up with me in the automobile?""

""Certainly I will; shall we go up this forenoon?""

""Yes, I should like to go now. Mr. Buzzby, I shall be back this afternoon for a talk with you.
I want to make some definite arrangement for Ann and Hannah.""

""I'll be here.""

The two walked together to the driveway, and shortly the mellow note of the great Panhard's
horn sounded, as the automobile rounded the curve of The Bow and sped away to the north shore
highway and the sheds.

       *       *       *       *       *

Late that afternoon Aileen, with her baby daughter, Aurora, in her arms, was standing on the
porch watching for her husband's return. The usual hour for his home-coming had long passed.
She began to fear that the threatened trouble in the sheds, on account of the attempted introduction
of the automatic bush hammer, might have come to a crisis. At last, however, she saw him leave
the car and cross the bridge over the Rothel. His step was quick and firm. She waved her hand
to him; a swing of his cap answered her. Then little Aurora's tiny fist was manipulated by
her mother to produce a baby form of welcome.

Champney sprang up the steps two at a time, and for a moment the little wife and baby Aurora
disappeared in his arms.

""Oh, Champney, I'm so thankful you've come! I knew just by the way you came over the bridge
that things were going better at the sheds. You are so late I began to get worried. Come, supper's
waiting.""

""Wait a minute, Aileen--Mother--"" he called through the hall, ""come here a minute, please.""

Aurora Googe came quickly at that ever welcome call. Her face was even more beautiful than
formerly, for great joy and peace irradiated every feature.

""Where's Honoré?"" he said abruptly, looking about for his boy who was generally the first to
run as far as the bridge to greet him. His wife answered.

""He and Billy went with Father Honoré as far as the power-house; he'll be back soon with Billy.
Sister Ste. Croix went by a few mi","﻿He was justified by the event; for the footpath soon after appeared a little wider and more
worn, and the tinkle of a small bell gave the knight to understand that he was in the vicinity
of some chapel or hermitage.

Accordingly, he soon reached an open plat of turf, on the opposite side of which, a rock, rising
abruptly from a gently sloping plain, offered its grey and weatherbeaten front to the traveller.
Ivy mantled its sides in some places, and in others oaks and holly bushes, whose roots found
nourishment in the cliffs of the crag, waved over the precipices below, like the plumage of
the warrior over his steel helmet, giving grace to that whose chief expression was terror.
At the bottom of the rock, and leaning, as it were, against it, was constructed a rude hut,
built chiefly of the trunks of trees felled in the neighbouring forest, and secured against
the weather by having its crevices stuffed with moss mingled with clay. The stem of a young
fir-tree lopped of its branches, with a piece of wood tied across near the top, was planted
upright by the door, as a rude emblem of the holy cross. At a little distance on the right
hand, a fountain of the purest water trickled out of the rock, and was received in a hollow
stone, which labour had formed into a rustic basin. Escaping from thence, the stream murmured
down the descent by a channel which its course had long worn, and so wandered through the little
plain to lose itself in the neighbouring wood.

Beside this fountain were the ruins of a very small chapel, of which the roof had partly fallen
in. The building, when entire, had never been above sixteen feet long by twelve feet in breadth,
and the roof, low in proportion, rested upon four concentric arches which sprung from the four
corners of the building, each supported upon a short and heavy pillar. The ribs of two of these
arches remained, though the roof had fallen down betwixt them; over the others it remained
entire. The entrance to this ancient place of d",False,none
". ""Was ist das! Wie kommst du hieher?"" sagte
er hart.

""Der Vetter liess mich herfahren, Vater!""

""Um Mitternacht?--Das haette er koennen bleibenlassen.""

Ich sah meinen Vater an; er hatte die Augen niedergeschlagen und stand unbeweglich. ""Es liess
mir keine Ruhe"", sagte ich, ""Mir war, ich sei hier noetig, als muesse ich zu dir.""

Der alte Mann liess sich auf einen Stuhl sinken und bedeckte sein Gesicht mit beiden Haenden.
""Geh in deine Kammer"", murmelte er; ""ich will allein sein.""

Aber ich ging nicht. ""Lass mich bei dir bleiben"", sagte ich leise. Mein Vater hoerte nicht
auf mich; er erhob den Kopf und schien nach draussen hinzuhorchen. Ploetzlich sprang er auf.
""Still!"" rief er, ""hoerst du's?"" und sah mich mit weit offenen"," ""What is it! How do you come here?"" said it
hard.

""The cousin let me bleeder screws father!""

""At midnight - He should be able to stay.""

I looked at my father, he had knocked down his eyes and stood motionless.

""It left I could not rest, ""I said,"" I was that I was needed here, as I would have to be you.
""

The old man let himself sink into a chair and covered his face with both hands. ""Go into your room,""
he murmured, ""I want to be alone.""

But I did not go. ""Let me stay with you,"" I said softly. My father heard to me, he raised his
head and seemed to listen to outside. Suddenly he jumped up. ""Hush!"" he cried, ""do you hear
it?"" and looked at me with eyes wide open.

I stepped to the window and looked out. It was all dead and silent, only the elder branches
proposed to move from the night wind, against each other. ""I hear nothing!"" I said.

My father was still sleeping when he heard on something that filled
him with horror.

""I said it was no sin, ""he said to himself,"" there is no wickedness
here, and the fountain is, until now at least, on my bottom.

""Then he turned to me.""

I white, you do not believe it, my child, ""he said,"" but it is nevertheless
certain, the rod has struck three times, and the news that I have
just too expensive to have to pay to vote all agree, it is a treasure
in our well, which is buried in the Swedish era is.

Why should I not lift it",True,none
"﻿The project of constructing a bridge at this place, where the rocky banks of the Wear rise
to a great height oh both sides of the river, is due to Rowland Burdon, Esq., of Castle Eden,
under whom Mr. T. Wilson served as engineer in carrying out his design. The details differed
in several important respects from the proposed bridge of Paine, Mr. Burdon introducing several
new and original features, more particularly as regarded the framed iron panels radiating towards
the centre in the form of voussoirs, for the purpose of resisting compression.  Mr. Phipps,
C.E., in a report prepared by him at the instance of the late Robert Stephenson, under whose
superintendence the bridge was recently repaired, observes, with respect to the original design,--""We
should probably make a fair division of the honour connected with this unique bridge, by conceding
to Burdon all that belongs to a careful elaboration and improvement upon the designs of another,
to the boldness of taking upon himself the great responsibility of applying.  this idea at
once on so magnificent a scale, and to his liberality and public spirit in furnishing the requisite
funds [to the amount of 22,000L.]; but we must not deny to Paine the credit of conceiving the
construction of iron bridges of far larger span than had been made before his time, or of the
important examples both as models and large constructions which he caused to be made and publicly
exhibited.  In whatever shares the merit of this great work may be apportioned, it must be
admitted to be one of the earliest and greatest triumphs of the art of bridge construction.""
Its span exceeded that of any arch then known, being 236 feet, with a rise of 34 feet, the
springing commencing at 95 feet above the bed of the river; and its height was such as to allow
vessels of 300 tons burden to sail underneath without striking their masts. Mr. Stephenson
characterised the bridge as ""a structure which, as regards its proportions and the small quantity
of mate","﻿OF THIS LITTLE VOLUME TWO HUNDRED AND FIFTY COPIES HAVE BEEN MADE

YOUNG EWING ALLISON

    --A REMINISCENCE

    ""The man who wrote such a poem should not be unknelled, unhonored
    and unsung.""

                                                     --Walt Mason.

THE DEAD MEN'S SONG:

BEING THE STORY OF A POEM AND A REMINISCENT SKETCH OF ITS AUTHOR

YOUNG EWING ALLISON

TOGETHER WITH A BROWSE THROUGH OTHER GEMS OF HIS AND RECOLLECTIONS OF OLDER DAYS

BY

HIS FRIEND AND ASSOCIATE

CHAMPION INGRAHAM HITCHCOCK

Incorporated with which are Facsimiles of Certain Interesting Manuscripts

LOUISVILLE, KENTUCKY

1914

COPYRIGHT BY CHAMPION INGRAHAM HITCHCOCK

1914

IN THESE PAGES

A WORD SAID BEFOREHAND

    Explaining How a Certain ""Chap"" Lost His Temper and Found It Again
    Very Quickly.

DERELICT, By Young Ewing Allison

    A Reminiscence of Stevenson's ""Treasure Island"" Based On the
    Quatrain of Captain Billy Bones.

PICTURING THE INDIVIDUAL

    With Some Observations About A Man Whom I Have the Honor to Call
    Friend.

MAN AND NEWSPAPER MAN

    A Peep Into Personal Records of the Past With Some Comments of a
    Current Nature.

JUST BROWSING AROUND

    Excursions Into the ""Higher Altitudes"" With Something About the
    Books Up There.

IN THE OPERATIC FIELD

    Being a Look Behind the Scenes With Some Glimpses of a Pursuing
    Jinx.

BALLAD OF DEAD MEN

    The Same Being Mostly About Able Pirates And the Very Able
    Descendant of a Pirate.

IF THERE IS CONTROVERSY!

    Just a Few Bits From the Olden Days With Some Comment On a Certain
    Critic.

SOME CLIPPINGS--AND A LETTER

    Which Tells How One Who Did Not Know Set Himself Up As a ""Chanty""
    Authority.

YO-HO-HO AND A BOTTLE OF RUM

    Discussed As a Chanty Entertainingly By a Mariner and With a
    Deep-Sea Flavor.

SUPPLEMENTING the TEXT

YOUNG EWING ALLISON (By Cusick)                      Frontispiece.

    A ""Sitting"" for Which Photograph Forms A Story Known Only to This
    Writer.

D",False,none
". He had caught the index
finger of the other blackened hand and levered it savagely backward, backward until the bone
broke and it hung limp on the tortured tendon. He had sent the relaxed head skidding against
the tunnel wall, once, twice, three times, until the sweat-stained arms fell away and left
him free.

He had sat there for many minutes, stupidly staring at the unconscious man. Then he had found
the revolver at his feet, and, being too weak to get up he had still sat there, contentedly
firing a volley of bullets against the steel vault wall until the bank officials were alarmed
and an armed guard was sent scurrying about to investigate. And with the timely arrival of
Tiernan and that armed guard came an end to the most audacious and staggering criminal coup
of the century!

It was all very beautiful, the very finest of fine writing. Trotter poured his ardent and exultant
young soul into it. And when his last page had been written and sent away, he sat back in the
wide-armed, morocco-upholstered bank-room chair, white with weariness, the fires of creation
burnt out to the last ember.

But one thing sustained and consoled him. He knew, as he whisked down to the Advance office
in the Vice-President's French touring car, that his work was done. He also knew that it was
well done.

It did not even startle him when Pyott himself held out a cold-fingered hand.

""Good business!"" was his chief's sardonic commendation.

""Then I've made good?"" asked the weary youth, without enthusiasm.

""You've made your TEN-STRIKE!"" was the answer. ""You're on the city staff at twenty dollars a week.""

""When do I have to go over my proofs?"" asked the tired-eyed and innocent youth.

""What proofs?""

""My story proofs!""

Pyott forced his eyes to meet those of the pale-faced boy looking up at him. The managing editor
did so witho"," He had gone the index one finger of the other hand and there pry it hopped
savagely forward, forward until the white broke and it hang limp on
all the sinew.

   He had sent the head skidding the attic, formerly, doubly, one multiplication,
until the perspiration-tarnish ammunition fell away and leave him free.
He had sat apparently with many minutes, stupidly staring wouldn
unconscious by my male.

Then that he had establish the revolver at his petals, and, being however
weak to acquire up he had here be sit there, contentedly fire a fusillade
of her slug against the wall until the slope apparatchik were dismay
and an defender was send scurrying about to investigate.

And with the arrival of Tiernan and doesn that either been armless
guard come an extremity to most exultant and guiltless putsch of the
century! It was all away beautiful, such very finest of bidden rum.
Betty swarm your ardent and audacious soul into it.

And when his last beef had been written and taken away, if he sat
over on the wide-armless, morocco-upholstered hospital-room'chair,
white indiarubber, the fires soak of surprise fire away to the coal.

But one thing sustained and consoled him.

  He know,
as he whip up to the agency in the Evil-President'French, if his
work was done.

He also knew that it was well done.

It did not yet reflex that him vanish when Pyott himself held out
a hot-fingered hand. ""good business!"" was his administrator. ""then
i've make almighty?"" we asked the m, without enthusiasm.

""you've made your ten-STRIKE!"" there was there the answer. ""you'metal on staff at twenty bill
slim a enthusiasm."" ""when do it must have to travel over my proofs?"" asked the rested-eyeless
and has the youth.

""what evidence?"" ""my story proofs!"" Pyott forced his opinion to those of
the suddenly be pale-faced a cub looking down at him.

The application did so without flinch.

  
  
  He was more or less used to
  such flagship. ""you've was
  make good,
  
  my cup!"" He
  am nonchalantly turned
 ",True,low
". The ascent is very steep, but the road is admirable. Carriages are not allowed to
go up, and travellers are supplied with donkeys, of which we found plenty in waiting. Our party
all obtained these patient beasts of burden, and I assure you that we made a funny cavalcade"," 

Our party all obtained these patient beasts of fardel, an",True,low
"""

""Very well,"" I said. ""Make your preparations as quickly as you can and let us be off, for this
latest incident, in spite of you, Jem, may lead to pursuit and get us into trouble before we
are ready for it.""

""No fear, sir,"" said Jem confidently"," 

""very speedily,"" i state. ""make your preparations as quickly as you can and let us be off, for this latest
incident, in spite before you, jem, may lead to pursuit and get us was into trouble for we are
ready of
it."" ""no fear, sir,"" said jem confidently",True,low
